Calendar Group,Event Type Tags,id,Title,Category,Research Topic,Date,Duration,Attendance,Location,Year
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Sambaran Banerjee,Science,,4/16/2021,1,60,CIERA Caf�,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Jennifer Barnes,Science,,4/20/2021,1,45,,2021
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium: James Kasting, Pennsylvania State University: ""The Search for Life on Planets Around Other Stars""",Interdisciplinary|Science,Exoplanets & the Solar System,4/23/2021,1,65,Online,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Lachlan Lancaster,Science,,4/23/2021,1,60,CIERA Caf�,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Lia Corrales,Science,,4/27/2021,1,45,,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Kathryn Weil,Science,,4/30/2021,1,60,CIERA Caf�,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour: Caitlin Witt,Science,,4/30/2021,1,60,CIERA Caf�,2021
CIERA - Social Justice Meetings,Academic Seminars,,Social Justice Meeting,,,5/6/2021,1,40,,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,CIERA Science Happy Hour,Science,,5/7/2021,1,60,CIERA Caf�,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Joe Anderson: Constraining the progenitors of massive star explosions: a meta-analysis of core-collapse supernovae 56Ni yields,Science,Life and Death of Stars,5/11/2021,1,45,7th Floor Conf. Rm,2021
CIERA - Social Justice Meetings,Academic Seminars,,Social Justice Meeting,,,5/13/2021,1,40,,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,CIERA Science Happy Hour,Science,,5/14/2021,1,60,CIERA Caf�,2021
CIERA - Special Public Events,Public Outreach|Education,,Baxter STEM day,Education|Outreach,,5/17/2021,1,16,Online,2021
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Greg Mosby: Analyzing star formation histories and near-infrared detectors using tools from machine learning,Science|Interdisciplinary|Data Science & Computing,Life and Death of Stars,5/18/2021,1,45,7th Floor Conf. Rm,2021
CIERA - Social Justice Meetings,Future Leaders|Academic Seminars,,"Diversity, Equity, and Inclusion Training",,,5/20/2021,1,40,7th Floor Conf. Rm,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,CIERA Science Happy Hour,Science,,5/21/2021,1,60,CIERA Caf�,2021
CIERA - Social Justice Meetings,Academic Seminars,,Social Justice Meeting,,,5/27/2021,1,40,,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,CIERA Science Happy Hour,Science,,5/28/2021,1,60,CIERA Caf�,2021
CIERA - Astronomy LIVE,Public Outreach|Education,570736,CIERA Astronomy LIVE,Outreach,Other,5/28/2021,1,40,Online,2021
CIERA - Social Justice Meetings,Future Leaders|Academic Seminars,,"Diversity, Equity, and Inclusion Training",Professional Development,,6/3/2021,1,40,CIERA,2021
CIERA - Astronomy LIVE,Public Outreach|Education,575816,CIERA Astronomy LIVE,Outreach,Other,6/25/2021,1,40,Online,2021
CIERA - REACH,Future Leaders|Education,,REACH 2021,Interdisciplinary|Professional Development,,7/1/2021,,21,Online,2021
CIERA - Social Justice Meetings,Academic Seminars,,Social Justice Meeting,,,7/15/2021,1,40,,2021
CIERA - Social Justice Meetings,Academic Seminars,,Social Justice Meeting,,,7/22/2021,1,40,,2021
CIERA - Conferences/Collab Meetings,Conferences|Future Leaders|Education|Public Outreach,,Data Science for Public Good Conference,Outreach|Education|Data Science & Computing,,7/23/2021,1,35,Online,2021
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,9/24/2021,1,60,CIERA Caf�,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,10/1/2021,1,60,CIERA Caf�,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Philip Muirhead: The Race to the Bottom: The Search for Planets around Ever Smaller Hosts,Science,Exoplanets & the Solar System,10/5/2021,1,45,7th Floor Conf. Rm,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,10/8/2021,1,60,CIERA Caf�,2022
CIERA - Annual Public Lecture Series,Public Outreach,563371,"CIERA 13th Annual Public Lecture by Dr. Phil Plait: ""Strange New Worlds: Is Earth Special?""",Outreach|Interdisciplinary,Exoplanets & the Solar System,10/14/2021,1,450,Cahn Auditorium,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,10/15/2021,1,60,CIERA Caf�,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,10/22/2021,1,60,CIERA Caf�,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Daniel Lecoanet: Mixing near Stellar Convective Boundaries,Science,Life and Death of Stars,10/26/2021,1,45,7th Floor Conf. Rm,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,"Science Happy Hour: Northwestern Alumni Association, Tucson Chapter",Science,,10/29/2021,1,60,CIERA Caf�,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Reed Essick: Gravitational Laboratories for Nuclear Physics: Constraining the Equation of State of Neutron Stars with Astrophysical Observations,Science,Black Holes & Dead Stars,11/2/2021,1,45,7th Floor Conf. Rm,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,11/5/2021,1,60,CIERA Caf�,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Chihway Chang: Weak lensing in the Dark Energy Survey and beyond,Science,Galaxies & Cosmology,11/9/2021,1,45,7th Floor Conf. Rm,2022
CIERA - Special Public Events,Public Outreach|Education,,Marie Murphy Science Olympiad Solar System Event Coaching,Education|Outreach,Exoplanets & the Solar System,11/11/2021,1,4,Online,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,11/12/2021,1,60,CIERA Caf�,2022
CIERA - Social Justice Meetings,Academic Seminars,,Speaker: Monica Vidaurri,,,11/16/2021,1,40,7th Floor Conf. Rm,2022
CIERA - Special Seminars,Academic Seminars,,Adam Samuels,Science,,11/18/2021,1,60,7th Floor Conf. Rm,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,11/19/2021,1,60,CIERA Caf�,2022
CIERA - Social Justice Meetings,Academic Seminars|Future Leaders|Community Events,,CIERA Mentorship Survey,Professional Development,,12/2/2021,1,40,CIERA Caf�,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,12/3/2021,1,60,CIERA Caf�,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,12/10/2021,1,60,CIERA Caf�,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,12/17/2021,1,60,CIERA Caf�,2022
CIERA - Conferences/Collab Meetings,Conferences,,CIERA helps organize Aspen Winter Conference 2022,Science,Gravitational Waves & Multi-Messenger Astronomy,1/2/2022,6,59,"Aspen, Colorado",2022
CIERA - Special Seminars,Academic Seminars,,Odelia Teboul,Science,Other,1/13/2022,1,60,7th Floor Conf. Rm,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,1/14/2022,1,60,CIERA Caf�,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Maya Fishbach: Astrophysical Lessons from LIGO-Virgo's Black Holes,Science,Black Holes & Dead Stars,1/18/2022,1,50,7th Floor Conf. Rm,2022
CIERA - Social Justice Meetings,Academic Seminars,,Ombudsperson Town Hall,,,1/21/2022,1,60,7th Floor Conf. Rm,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Luke Kelley: Binary AGN and their Gravitational Waves,Science,Gravitational Waves & Multi-Messenger Astronomy,1/25/2022,1,50,7th Floor Conf. Rm,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,1/28/2022,1,60,CIERA Caf�,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Tjitske Starkenburg: Unraveling Galaxy Evolution: tracing observed galaxy properties to galaxy formation physics,Science,Galaxies & Cosmology,2/1/2022,1,50,7th Floor Conf. Rm,2022
CIERA - Social Justice Meetings,Academic Seminars,,Social Justice Seminar,,,2/7/2022,1,40,,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Astro Seminar: Giacomo Fragione: Intermediate-mass black holes: past, present, future",Science,Black Holes & Dead Stars,2/8/2022,1,50,7th Floor Conf. Rm,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,2/11/2022,1,60,CIERA Caf�,2022
CIERA - Special Seminars,Academic Seminars,,Special Physics and Astronomy Colloquium: Patrick Sheehan: Unveiling Planet Formation in the Youngest Disks,Science,Exoplanets & the Solar System,2/15/2022,1,60,7th Floor Conf. Rm,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,2/18/2022,1,60,CIERA Caf�,2022
CIERA - Special Seminars,Academic Seminars,,Special Physics and Astronomy Colloquium: Maya Fishbach: Astrophysics and cosmology with gravitational-wave catalogs,Science,Gravitational Waves & Multi-Messenger Astronomy|Galaxies & Cosmology,2/23/2022,1,60,7th Floor Conf. Rm,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,2/25/2022,1,60,CIERA Caf�,2022
CIERA - Special Seminars,Academic Seminars,,Special Physics and Astronomy Colloquium: Lena Murchikova: Sagittarius A* in its natural habitat,Science,Other,2/28/2022,1,60,7th Floor Conf. Rm,2022
CIERA - Special Seminars,Academic Seminars,,Special Physics and Astronomy Colloquium: Allison Strom: The Quest to Measure Galaxy Chemistry in the Early Universe,Science,Other,3/2/2022,1,60,7th Floor Conf. Rm,2022
CIERA - Special Seminars,Academic Seminars,,Special Physics and Astronomy Colloquium: Jane Huang: Observational Frontiers in Planet Formation,Science,Exoplanets & the Solar System,3/8/2022,1,60,7th Floor Conf. Rm,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,3/11/2022,1,60,CIERA Caf�,2022
CIERA - Special Seminars,Academic Seminars,,Special Physics and Astronomy Colloquium: Anna Ho: Fast Transients: A (Fleeting) Window on the Final Stages of Stellar Evolution and the Formation of Compact Objects,Science,Stellar Dynamics & Stellar Populations,3/15/2022,1,60,7th Floor Conf. Rm,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,"Astro Seminar: Joel Primack: New Challenges in Cosmology, Galaxy Formation, and Planet Habitability",Science,Galaxies & Cosmology,3/29/2022,1,50,7th Floor Conf. Rm,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,4/1/2022,1,60,CIERA Caf�,2022
CIERA - Conferences/Collab Meetings,Future Leaders|Conferences,,ALMA Community Day,Science,Other,4/1/2022,1,,CIERA 8th Floor,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,4/8/2022,1,60,CIERA Caf�,2022
CIERA - Social Justice Meetings,Academic Seminars,,Social Justice Seminar,,,4/11/2022,1,40,,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Kate Alexander: Cosmic Extremes: Time-Domain Astrophysics in a Multi-Messenger World,Science,Gravitational Waves & Multi-Messenger Astronomy,4/12/2022,1,50,7th Floor Conf. Rm,2022
CIERA - Special Public Events,Education|Public Outreach,,UChicago Office of Special Programs Upward Bound Visit,Outreach|Interdisciplinary,,4/12/2022,1,25,CIERA Cafe,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,4/15/2022,1,60,CIERA Caf�,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Fakhri Zahedy: The Multiphase Circumgalactic Medium and What it Teaches Us about Galaxy Evolution,Science,Galaxies & Cosmology,4/19/2022,1,50,7th Floor Conf. Rm,2022
CIERA - Annual Public Lecture Series,Public Outreach,587302,"CIERA Astronomy Night Out: Lecture by Dr. Emily Leiner ""Signals from the Stellar Disco: Decoding the Secret Messages in Starlight""",Outreach,Stellar Dynamics & Stellar Populations,4/22/2022,1,65,Lutkin Hall,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,4/22/2022,1,60,CIERA Caf�,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Diego Mu�oz: A Revised Paradigm of Binary-Disk Interaction,Science,Stellar Dynamics & Stellar Populations|Life and Death of Stars,4/26/2022,1,50,7th Floor Conf. Rm,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,4/29/2022,1,60,CIERA Caf�,2022
CIERA - Conferences/Collab Meetings,Conferences,,"""Intermediate-Mass Black Holes: New Science from Stellar Evolution to Cosmology"" conference",Science|Interdisciplinary,Black Holes & Dead Stars,4/30/2022,4,200,"San Juan, Puerto Rico",2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,5/6/2022,1,60,CIERA Caf�,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Rosalba Perna: Electromagnetic Transients in the Disks of Active Galactic Nuclei,Science,Galaxies & Cosmology|Stellar Dynamics & Stellar Populations,5/10/2022,1,50,7th Floor Conf. Rm,2022
Development Events,Development/Strategic,,Spring 2022 BoV Meeting,,,5/10/2022,1,12,Boardroom/Online,2022
CIERA - Interdisciplinary Colloquia,Academic Seminars,,"CIERA Interdisciplinary Colloquium: Michael Le Bars, ""Fluid dynamics of Jupiter in the lab: deep jets and floating vortices""",Interdisciplinary|Science,Stellar Dynamics & Stellar Populations,5/12/2022,1,55,LR 5,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,5/13/2022,1,60,CIERA Caf�,2022
CIERA - Special Public Events,,,2022 Total Lunar Eclipse,,,5/15/2022,1,250,South Campus Parking Garage,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Jennifer Bergner: Volatile chemistry in planet-forming disks,Science,Exoplanets & the Solar System,5/17/2022,1,50,7th Floor Conf. Rm,2022
CIERA - CIERA Connections,Future Leaders,,"CIERA Connections: Scotty Coughlin ""Careers in Research Computing Services""",Future Leaders|Interdisciplinary|Data Science & Computing,,5/17/2022,1,60,CIERA Caf�,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,5/20/2022,1,60,CIERA Caf�,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Poojan Agarwal: Reconsidering the contribution of massive stars in star cluster simulations,Science,Stellar Dynamics & Stellar Populations,5/24/2022,1,50,7th Floor Conf. Rm,2022
CIERA - Software Tutorials,Future Leaders,,Software Tutorial: Git for Version Control,Professional Development|Data Science & Computing,,5/26/2022,1,10,Boardroom,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,5/27/2022,1,60,CIERA Caf�,2022
Physics and Astronomy Astrophysics Seminars,Academic Seminars,,Astro Seminar: Sarah Wellons: Simulating the Growth and Quenching of Massive Galaxies from the Early Universe to Today,Science,Galaxies & Cosmology,5/31/2022,1,40,7th Floor Conf. Rm,2022
CIERA - Science Happy Hour,Academic Seminars|Community Events,,Science Happy Hour,Science,,6/3/2022,1,60,CIERA Caf�,2022
CIERA - Astronomy on Tap,Public Outreach,,Astronomy on Tap - Better late than never: JWST arrives and AoT imbibes!,Outreach,Other,6/9/2022,1,40,"Begyle Brewing, 1800 W Cuyler Ave.",2022
CIERA - REACH,Public Outreach,,REACH 2022,Outreach,,6/21/2022,1,28,CIERA,2022
CIERA - Special Seminars,Academic Seminars,,"Special Seminar: Whitney Powers: Internal Heating, why Convective Driving Models Matter",Science,Other,6/22/2022,1,60,7th Floor Conf. Rm,2022
CIERA - Astronomer Evenings,Public Outreach,,CIERA Astronomer Evenings,Outreach,,6/24/2022,1,30,Dearborn Observatory,2022
CIERA - Special Public Events,Future Leaders|Education,,Baxter Summer Scholars Astronomy Day,Education|Outreach|Interdisciplinary,,6/28/2022,1,,,2022
CIERA - RET,Future Leaders|Education,,RET 2022,Education|Outreach,,7/1/2022,,4,Online,2022
CIERA - Special Seminars,Academic Seminars,,"Special Seminar: Martyna Chruslinska: Galaxies, binaries and gravitational waves",Science,Gravitational Waves & Multi-Messenger Astronomy|Galaxies & Cosmology,7/13/2022,1,60,7th Floor Conf. Rm,2022
CIERA - Special Seminars,Academic Seminars|Community Events,,JWST Lunch Event with Allison Strom,Science|Achievement,Other,7/18/2022,1,60,1800 Sherman Avenue,2022
CIERA - Astronomer Evenings,Public Outreach,,CIERA Astronomer Evenings,Outreach,,7/29/2022,1,35,Dearborn Observatory,2022
CIERA - Special Seminars,Academic Seminars,,Special Seminar: Lia Medeiros: New test of the black hole metric with EHT images of Sgr A*,Science,Black Holes & Dead Stars,8/8/2022,1,60,7th Floor Conf. Rm,2022
CIERA - Special Public Events,Public Outreach,,"""An Astronomer walks into a bar"" live astronomy interview",Outreach,,8/9/2022,1,,"Chicago, Il",2022
Development Events,Development/Strategic|Public Outreach,,TCN-Adler JWST Event,,,8/9/2022,1,,Adler,2022
CIERA - Astronomy on Tap,Public Outreach,,"Astronomy on Tap: The Dog Days are Over: Drink Some Beer, JWST Images Are Here!",Outreach,Other,8/11/2022,1,50,"Begyle Brewing, 1800 W Cuyler Ave.",2022
CIERA - Astronomer Evenings,Public Outreach,,Ciera Astronomer Evenings,Outreach,,8/26/2022,1,30,Dearborn Observatory,2022
